GREEN,RED,IR
1711198,1861507,1628744
1711340,1861071,1628647
1711304,1860703,1629044
1711545,1861124,1629520
1711342,1862179,1629277
1711513,1863328,1629986
1711151,1863946,1630276
1710721,1864369,1630958
1710721,1864807,1630429
1710916,1865196,1630669
1710995,1865643,1630136
1710777,1865438,1630787
1710952,1865189,1631268
1710670,1865166,1630675
1710638,1864117,1630775
1710490,1863448,1631965
1710614,1862954,1632531
1710626,1862571,1632661
1710491,1862151,1632559
1710368,1861737,1633581
1710561,1861601,1634170
1710151,1861290,1635222
1710700,1860921,1635722
1710527,1860105,1637005
1710732,1859836,1637123
