GREEN,RED,IR
1663244,1482653,1553840
1663629,1483168,1553911
1663535,1483706,1554247
1663836,1483832,1554667
1664174,1484264,1555120
1663676,1484153,1555225
1664238,1484281,1556006
1664325,1484403,1557064
1664635,1484732,1556693
1664734,1484783,1557032
1665041,1484888,1557492
1664985,1485079,1558067
1664896,1484678,1557112
1664720,1484592,1557896
1665006,1484684,1557538
1665164,1484740,1558167
1664755,1484684,1557749
1664755,1484708,1558474
1664318,1484655,1557642
1664318,1484557,1558219
1664432,1484702,1557824
1664417,1484636,1557127
1664265,1484413,1556156
1664247,1484391,1554552
1664347,1484915,1552251
1664436,1485107,1550181
1664457,1485423,1548722
1664634,1485792,1544017
1664626,1485874,1540514
1664777,1485853,1539370
1664929,1486181,1537013
1665187,1486145,1534117
1665497,1486538,1532398
1665714,1486778,1531720
1665893,1486871,1530207
1665996,1487027,1529753
1666007,1487617,1528393
1666234,1487819,1527921
1666390,1487925,1526790
1666256,1488384,1526830
1666256,1488741,1526891
1666272,1488823,1526298
1666741,1488902,1525357
1667026,1489410,1526577
1667115,1489633,1526382
1667133,1489488,1526774
1667726,1489847,1527465
1667931,1490342,1528651
1667917,1490637,1528946
1668193,1490850,1530323
1668265,1491122,1529727
1668354,1490892,1530303
1668496,1491339,1530405
1668729,1491426,1530690
1668927,1491662,1531662
1669116,1492452,1531725
1669464,1492441,1532056
1669643,1492565,1531790
1669707,1492900,1531435
1670030,1493074,1530535
1670321,1493562,1530431
1670293,1493972,1530553
1670297,1494195,1529741
1670297,1494204,1530015
1670479,1494276,1531427
1670664,1494939,1531117
1670782,1494626,1531761
1670728,1494170,1532110
1670915,1493990,1532069
1670320,1492700,1532673
1669811,1492363,1532856
1669327,1491444,1533350
1668515,1490950,1534163
1667786,1489815,1533847
1667064,1488537,1534654
1666316,1488113,1534776
1665435,1487544,1536257
1665341,1487090,1537215
1664685,1486641,1537940
1664049,1486443,1538431
1663782,1486335,1539133
1663396,1486266,1539327
1663120,1486652,1539585
1663113,1486980,1541194
1662682,1486977,1541058
1662682,1487043,1541175
1662760,1487411,1540869
1662588,1487407,1541912
1662793,1487674,1541797
1662816,1487873,1543890
1663041,1488001,1543642
1663502,1488847,1543746
1663812,1488924,1544131
1663931,1489172,1544061
1664221,1489137,1544720
1664617,1488930,1546238
1664760,1488490,1546258
1664638,1488218,1547163
1664950,1488105,1548205
1665236,1487759,1548266
1665407,1487386,1549006
1665333,1487170,1549834
1665400,1486622,1550323
1665222,1486592,1550393
1665066,1486497,1551284
1664965,1486499,1552049
1664854,1486546,1553432
1664854,1486610,1553523
1664807,1486287,1553501
1664834,1486382,1554106
1664971,1486434,1554891
1664876,1487063,1555744
1664996,1486632,1555610
1665476,1486926,1555932
1665410,1487294,1555963
1665474,1487571,1556339
1665709,1487731,1557010
1665782,1487799,1557516
1665890,1488088,1558733
1665908,1488098,1559489
1666232,1488456,1560400
1666437,1488630,1561304
1666874,1489169,1562045
1666804,1489428,1562401
1667147,1489375,1562703
1667429,1489593,1563090
1667762,1490127,1563006
1667694,1490412,1563885
1667974,1490850,1564253
1667974,1490634,1564548
1667719,1490933,1564642
1668003,1491043,1564659
1668119,1491830,1563820
1668526,1491805,1563064
1668805,1491597,1562337
1668708,1491859,1561591
1669213,1492181,1559898
1669230,1493174,1558697
1669527,1493288,1557120
1669535,1493793,1554050
1669924,1493589,1552010
1670061,1493610,1551276
1670210,1493720,1549744
1670562,1494507,1548719
1670859,1494459,1548073
1671052,1494792,1547678
1671088,1494707,1547443
1671386,1495033,1548202
1671441,1495411,1547712
1671782,1495736,1548320
1671899,1496194,1548027
1671711,1496491,1549020
1671711,1496606,1548819
1671881,1496883,1549010
1672234,1496686,1549506
1672524,1497066,1549780
1672408,1496783,1550650
1672586,1496838,1551523
1672682,1496252,1551629
1672356,1495821,1552091
1672063,1495245,1553072
1671347,1494311,1552980
1670814,1493146,1552604
1669800,1491896,1552366
1668759,1490913,1552210
1668054,1489817,1553431
1667625,1489321,1554060
1666918,1488296,1554072
1666221,1487994,1555133
1665678,1487369,1555137
1665002,1487154,1555652
1664711,1486906,1555953
1664107,1486811,1555802
1663743,1486908,1556132
1663743,1486996,1555964
1663512,1487018,1556183
1663672,1487381,1557117
1663554,1487449,1558303
1663441,1487598,1558324
1663508,1487387,1558731
1663948,1487971,1559802
1663994,1488554,1558795
1664023,1488478,1559414
1664259,1488935,1562084
1664301,1489187,1560459
1664491,1489205,1560459
1664487,1489005,1559826
1664750,1489563,1561596
1664789,1489249,1559875
1665312,1489522,1559401
1665316,1489340,1558930
1665335,1489514,1558333
1665157,1489153,1558008
1665325,1489579,1558292
1665410,1489259,1556942
1665314,1489607,1557458
1664884,1489450,1556183
1664884,1489425,1555805
1664918,1489615,1555335
1665012,1489525,1554974
1665076,1489533,1555701
1665188,1489040,1555191
1665316,1488631,1554666
1665414,1488900,1556579
1665711,1488607,1557940
1665572,1488783,1560375
1665788,1489084,1561338
1665974,1489201,1561762
1665794,1488948,1562198
1665927,1489275,1562843
1666047,1489578,1563036
1666124,1489749,1563331
1666688,1490240,1563611
1666649,1490688,1564711
1666752,1490888,1564743
1666708,1490875,1565608
1667296,1491364,1565666
1667668,1491392,1566259
1667592,1492019,1565519
1667592,1491982,1566158
1667358,1492190,1566823
1667781,1492531,1566861
1667845,1492898,1566004
1667898,1493081,1566672
1668167,1493202,1566196
1668319,1492991,1566297
1668969,1493839,1566830
1669034,1494141,1567482
1669173,1494241,1568333
1669466,1494684,1568660
1669654,1494746,1568193
1669630,1494745,1568598
1669596,1495175,1569076
1669910,1495451,1569613
1670171,1495702,1570491
1670355,1495910,1570590
1670508,1496065,1570026
1670665,1496227,1570298
1670769,1496741,1569650
1670981,1496925,1568792
1671106,1497660,1567387
1671195,1497785,1566495
1671195,1497922,1564424
1671294,1498082,1562172
1671577,1498300,1560356
1671633,1498588,1558046
1671677,1498390,1555946
1671560,1497815,1554032
1671543,1496860,1552097
1671143,1496774,1550722
1670471,1495706,1548271
1669808,1494864,1547174
1669132,1493815,1547614
1668112,1492702,1546355
1667190,1492069,1546891
1666587,1491174,1545875
1666170,1490819,1546218
1665654,1490241,1546381
1665091,1489595,1546571
1664456,1489437,1547017
1664178,1489130,1547654
1663971,1489372,1547263
1663665,1489925,1548291
1663204,1489938,1548798
1663204,1489885,1549367
1663300,1490157,1549741
1663002,1490530,1550728
1663226,1490837,1551186
1663301,1490640,1551574
