GREEN,RED,IR
1592897,1051022,1211571
1592927,1050881,1210744
1592954,1051136,1214915
1593224,1050996,1212476
1593470,1051401,1213011
1593663,1052112,1209301
1593890,1052752,1210204
1593913,1053344,1207333
1593305,1052848,1205999
1593098,1053332,1204208
1593076,1053458,1203715
1592733,1053837,1203766
1592441,1054262,1200660
1592461,1054599,1200326
1592560,1054633,1196799
1592522,1054823,1195313
1592416,1054955,1192420
1592369,1054846,1191404
1592135,1054713,1192766
1592409,1054767,1195701
1592012,1054775,1198339
1592741,1054915,1201009
1592858,1054898,1203001
1592790,1054536,1207878
1592529,1054595,1208151
1592754,1054742,1206919
1592700,1054833,1206946
1592507,1055010,1208988
1592507,1055027,1206464
1592315,1054938,1207745
1592498,1054805,1205918
1592534,1054935,1199280
1592526,1054854,1187808
1592502,1054467,1186498
1592483,1054349,1187461
1592405,1054473,1188261
1592466,1054371,1187522
1592419,1054360,1186666
1592452,1054302,1186075
1592292,1054056,1185362
1592182,1053770,1189525
1592590,1053840,1191563
1592673,1053674,1195991
1592816,1053754,1196440
1592959,1053588,1195228
1593028,1053658,1191948
1592971,1053695,1191427
1593004,1054102,1190365
1593305,1054237,1188136
1592967,1054764,1186945
1592690,1054810,1188028
1592690,1054859,1189651
1592759,1054747,1193039
1593055,1054925,1192114
1593082,1054687,1191120
1593171,1054507,1189912
1593289,1054287,1186293
1593369,1054622,1185252
1593466,1054942,1185230
1593642,1054987,1186206
1593532,1055284,1186295
1593748,1055239,1186436
1593423,1055130,1186138
1593612,1055157,1185664
1593707,1055213,1185270
1593986,1055257,1185949
1594178,1055384,1185879
1594336,1055387,1186375
1594236,1055395,1185317
1594243,1055554,1193473
1594264,1055699,1189782
1594088,1055771,1191721
1594039,1056089,1191317
1594039,1056096,1197578
1594345,1056105,1198768
1594404,1055967,1200436
1594688,1056289,1199163
1594684,1056436,1198506
1594708,1056653,1202127
1594736,1056766,1199358
1595010,1056827,1202878
1594758,1057032,1200407
1595018,1057040,1203337
1594829,1057048,1205027
1594914,1056826,1209256
1594832,1057004,1210555
1595050,1056786,1214691
1594972,1056678,1214994
1595350,1056344,1215782
1595198,1056149,1217353
1594952,1055359,1221248
1594371,1055101,1220644
1594478,1054760,1221083
1594093,1054552,1222031
1593337,1054599,1222531
1593337,1054441,1222396
1593262,1054476,1221760
1593324,1054231,1220227
1593244,1054379,1216412
1593257,1054403,1214663
1593193,1054262,1215456
1593279,1054457,1216905
1593045,1054858,1217225
1593078,1055095,1221006
1593100,1055291,1221664
1593165,1055648,1221692
1592995,1055406,1221088
1592804,1054997,1220853
1593143,1054773,1220670
1593165,1054543,1221594
1593385,1054408,1222022
1593477,1054231,1221711
1593523,1054067,1221250
1593459,1053969,1220634
1593119,1054134,1221211
1593190,1054323,1222228
1593007,1054398,1223164
1592912,1054539,1222827
1592912,1054521,1221746
1592896,1054142,1221796
1592884,1053982,1221893
1593121,1054067,1221412
1592890,1053997,1221553
1592893,1054065,1221632
1592700,1054321,1220283
1592589,1054645,1219807
1592847,1054636,1220787
1592648,1054594,1220619
1592751,1054590,1220744
1592348,1054502,1220527
1592219,1054713,1220687
1592254,1054860,1220623
1592525,1054961,1221085
1592290,1055131,1221303
1592360,1055370,1221200
1591826,1055526,1221103
1591630,1055925,1221240
1591261,1056317,1222916
1591291,1056749,1222110
1590841,1056800,1219500
1590841,1056733,1216953
1590986,1056346,1215993
1590942,1056281,1216033
1591043,1056208,1216204
1590704,1056151,1211462
1590658,1056025,1208938
1590694,1056154,1205214
1590743,1056232,1202212
1590539,1055961,1195569
1590554,1055976,1192519
1590572,1055629,1192415
1590513,1055546,1193081
1590474,1055952,1191836
1590620,1055942,1191399
1590726,1056173,1190673
1590814,1056403,1189145
1590998,1056629,1189030
1591059,1056722,1189126
1590950,1057022,1190652
1590960,1057177,1191788
1591102,1057473,1194621
1590728,1057647,1198049
1590728,1057494,1203064
1590610,1057313,1207076
1590757,1056970,1208634
1590833,1056586,1209590
1590825,1056024,1216236
1590568,1055418,1220665
1590163,1054699,1220766
1589908,1054829,1222551
1589975,1054737,1223344
1589718,1054576,1223411
1589494,1054139,1223241
1589384,1053774,1222988
1589266,1053572,1222205
1589553,1053223,1222432
1589475,1052800,1222484
1589809,1052580,1222235
1589898,1052050,1222292
1589829,1051316,1221390
1589848,1050800,1221313
1589705,1050263,1221796
